STORE_ID,STORE_NAME,is_winpay,region,city,district,ward,address,concept,status,date_open,date_close,lat,long
2A69,"2A69- WM+ HNI Thôn 9, Cát Quế",0,North,Ha Noi,H. Hoài Đức,X. Cát Quế,"Thôn 9, Xã Cát Quế, Huyện Hoài Đức, Thành phố Hà Nội, Việt Nam",Rural,Đang hoạt động,2023-07-21 00:00:00,3000-01-01 00:00:00,21.0455741882324,105.656295776367
5052,5052- WM+ CMU 517 Nguyễn Tất Thành,0,West,Ca Mau,TP. Cà Mau,X. Lý Văn Lâm,"517 Nguyễn Tất Thành, Xã Lý Văn Lâm, TP Cà Mau, Tỉnh Cà Mau ( Số cũ 23 )",Rural,Đang hoạt động,2019-10-31 00:00:00,3000-01-01 00:00:00,9.15724,105.14
6515,6515- WM+ AGG 393 -395 Hữu Nghị,0,West,An Giang,H. Tịnh Biên,TT. Tịnh Biên,"393 – 395 Đường Hữu Nghị, Khóm Xuân Hòa, TT. Tịnh Biên, H. Tịnh Biên, T. An Giang",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.6032199859619,104.947235107422
6592,"6592- WM+ BNH Khu Đa Cấu, Nam Sơn",0,North,Bac Ninh,TP. Bắc Ninh,P. Nam Sơn,"Khu Đa Cấu, Phường Nam Sơn, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",Urban,Đang hoạt động,2022-10-14 00:00:00,3000-01-01 00:00:00,21.1470050811768,106.119049072266
5435,5435- WM+ STG 491 Lê Hồng Phong,0,West,Soc Trang,TP. Sóc Trăng,P. 3,"491 Lê Hồng Phong, khóm 5, phường 3, TP Sóc Trăng, tỉnh Sóc Trăng",Rural,Đang hoạt động,2019-11-30 00:00:00,3000-01-01 00:00:00,9.58687,105.976
6282,6282- WM+ TNN 879 Hoàng Quốc Việt,0,North,Thai Nguyen,TP. Phổ Yên,P. Trung Thành,"Số nhà 879 đường Hoàng Quốc Việt, Phường Trung Thành, Thành phố Phổ Yên, Tỉnh Thái Nguyên, Việt Nam",Rural,Đang hoạt động,2022-05-20 00:00:00,3000-01-01 00:00:00,21.3522853851318,105.871734619141
4686,4686- WM+ BTN 118 Từ Văn Tư,0,Central,Binh Thuan,TP. Phan Thiết,P. Phú Trinh,"118 Từ Văn Tư, P. Phú Trinh, Tp Phan Thiết, Bình Thuận",Urban,Đang hoạt động,2019-10-31 00:00:00,3000-01-01 00:00:00,10.9377,108.099
6715,6715- WM+ BDG 09 Đường XC6,0,South,Binh Duong,TX. Bến Cát,P. Mỹ Phước,"Số 09 Đường XC6, Khu Phố 4, P. Mỹ Phước, TX. Bến Cát, T. Bình Dương",Rural,Đang hoạt động,2022-10-29 00:00:00,3000-01-01 00:00:00,11.130597114563,106.612106323242
4867,4867- WM+ KGG 21 Nguyễn Văn Cừ,0,West,Kien Giang,TP. Rạch Giá,P. An Hòa,"21 Nguyễn Văn Cừ, KP 1, P An Hòa, Tp Rạch Giá, Tỉnh Kiên Giang",Urban,Đang hoạt động,2019-09-28 00:00:00,3000-01-01 00:00:00,9.98897,105.102
6638,6638- WM+ KTM 51 Nguyễn Văn Linh,0,Central,Kon Tum,TP. Kon Tum,P. Lê Lợi,"51 Nguyễn Văn Linh, Phường Lê Lợi, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Rural,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,14.3371505737305,107.993118286133
2AE8,2AE8- WM+ HNI 237 Định Công,0,North,Ha Noi,Q. Hoàng Mai,P. Định Công,"Số 237 Định Công, Phường Định Công, Q. Hoàng Mai, Thành phố Hà Nội",Urban,Đang hoạt động,2023-08-05 00:00:00,3000-01-01 00:00:00,20.9823837280273,105.833236694336
6652,6652- WM+ VTU 172A Trương Công Định,0,South,Ba Ria Vung Tau,TP. Vũng Tàu,P. 3,"172A Trương Công Định, P. 3, TP. Vũng Tàu, T. Bà Rịa Vũng Tàu",WiN,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,10.3513383865356,107.083061218262
5814,5814- WM+ PTO 25 tổ 10 Tân An,0,North,Phu Tho,TX. Phú Thọ,P. Hùng Vương,"Đường Đinh Tiên Hoàng, số 25 tổ 10 phố Tân An, Phường Hùng Vương, Thị xã Phú Thọ, Tỉnh Phú Thọ, Việt Nam",Rural,Đang hoạt động,2021-09-19 00:00:00,3000-01-01 00:00:00,21.4055004119873,105.212303161621
5478,5478- WM+ DLK 544-546 Nguyễn Văn Cừ,0,Central,Dak Lak,TP. Buôn Ma Thuột,P. Tân Lập,"544-546 Nguyễn Văn Cừ, Phường Tân Lập, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",Urban,Đang hoạt động,2019-12-31 00:00:00,3000-01-01 00:00:00,12.6838,108.077
2AI9,"2AI9- WM+ YBI TDP 6, TT Yên Thế",0,North,Yen Bai,H. Lục Yên,TT. Yên Thế,"Tổ dân phố số 6, Thị trấn Yên Thế, Huyện Lục Yên, Tỉnh Yên Bái",Rural,Đang hoạt động,2023-09-30 00:00:00,3000-01-01 00:00:00,22.1137733459473,104.772926330566
6839,6839- WM+ BDG 108 Lê Hồng Phong,0,South,Binh Duong,TP. Dĩ An,P. Tân Đông Hiệp,"108 Lê Hồng Phong, KP. Đông Thành, P. Tân Đông Hiệp, TP. Dĩ An, T. Bình Dương",WiN,Đang hoạt động,2022-12-16 00:00:00,3000-01-01 00:00:00,10.921576499939,106.766975402832
6404,6404- WM+ VTU 171 Nguyễn Tất Thành,0,South,Ba Ria Vung Tau,TP. Bà Rịa,P. Phước Nguyên,"171 Nguyễn Tất Thành, Khu Phố 3, P. Phước Nguyên, TP. Bà Rịa, T. Bà Rịa – Vũng Tàu",Rural,Đang hoạt động,2022-05-31 00:00:00,3000-01-01 00:00:00,10.5009021759033,107.180473327637
5343,5343- WM+ HNI N01-T1 Khu đoàn ngoại giao,0,North,Ha Noi,Q. Bắc Từ Liêm,P. Xuân Tảo,"Tầng 1, Nhà ở chung cư cao cấp N01-T1, Khu đoàn ngoại giao tại Hà Nội, Lô N01, Phường Xuân Tảo, Q. Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",Urban,Đang hoạt động,2020-08-08 00:00:00,3000-01-01 00:00:00,21.0632877349854,105.79460144043
3595,3595- WM+ HCM 165 - 167 An Dương Vương,0,South,Ho Chi Minh,Q. Bình Tân,P. An Lạc,165 -167 An Dương Vương - KP 4 -  phường An Lạc - quận Bình Tân - thành phố Hồ Chí Minh - Việt Nam,Urban,Đang hoạt động,2018-04-18 00:00:00,3000-01-01 00:00:00,10.7230958938599,106.619758605957
5809,5809- WM+ HCM  174A Trịnh Đình Trọng,0,South,Ho Chi Minh,Q. Tân Phú,P. Phú Trung,"174A Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, TP Hồ Chí Minh",Urban,Đang hoạt động,2021-11-12 00:00:00,3000-01-01 00:00:00,10.7754602432251,106.642807006836
6407,"6407- WM+ QNM 101 Huỳnh Ngọc Huệ, Đại Lộc",0,Central,Quang Nam,H. Đại Lộc,TT. Ái Nghĩa,"101 Huỳnh Ngọc Huệ, Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Tỉnh Quảng Nam, Việt Nam",Rural,Đang hoạt động,2022-05-31 00:00:00,3000-01-01 00:00:00,15.8853044509888,108.111190795898
5127,5127- WM+ BTE 63/2 Phan Đình Phùng,0,West,Ben Tre,TP. Bến Tre,P. 4,"63/2 Phan Đình Phùng, Phường 4, TP Bến Tre (TBD 4, TD 540 và 541)",Rural,Đang hoạt động,2019-11-28 00:00:00,3000-01-01 00:00:00,10.244,106.379
6260,6260- WM+ DNI 60 Yên Thế,0,South,Dong Nai,H. Trảng Bom,X. Hố Nai 3,"60 Yên Thế, X. Hố Nai 3, H. Trảng Bom, T. Đồng Nai",Rural,Đang hoạt động,2022-04-17 00:00:00,3000-01-01 00:00:00,10.9623966217041,106.935218811035
6904,"6904- WM+ QTI Quốc Lộ 9, Hướng Hoá",0,Central,Quang Tri,H. Hướng Hóa,X. Tân Liên,"Quốc Lộ 9, Thôn Tân Hữu, Xã Tân Liên, Huyện Hướng Hoá, Tỉnh Quảng Trị, Việt Nam",Rural,Đang hoạt động,2023-02-18 00:00:00,3000-01-01 00:00:00,16.6196937561035,106.715744018555
5762,"5762- WM+ HYN Liên Nghĩa, Văn Giang",0,North,Hung Yen,H. Văn Giang,X. Liên Nghĩa,"Thôn Đan Kim, Xã Liên Nghĩa, Huyện Văn Giang, Tỉnh Hưng Yên, Việt Nam",Rural,Đang hoạt động,2021-08-31 00:00:00,3000-01-01 00:00:00,20.9216270446777,105.931198120117
5193,5193- WM+ NTN 10 Nguyễn Du,0,Central,Ninh Thuan,TP. Phan Rang - Tháp Chàm,P. Bảo An,"10 Nguyễn Du, Phường Bảo An, TP Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",Rural,Đang hoạt động,2019-11-21 00:00:00,3000-01-01 00:00:00,11.5928373336792,108.952346801758
2AAR,2AAR- WM+ KTM 1A Bà Triệu,0,Central,Kon Tum,TP. Kon Tum,P. Thắng Lợi,"1A Bà Triệu, P. Thắng Lợi, TP. Kon Tum, T. Kon Tum",Rural,Đang hoạt động,2024-05-31 00:00:00,3000-01-01 00:00:00,14.3550024032593,108.021301269531
5482,5482- WM+HCM 702 Lũy Bán Bích,0,South,Ho Chi Minh,Q. Tân Phú,P. Tân Thành,"702 Lũy Bán Bích, phường Tân Thành, quận Tân Phú, TP HCM",Urban,Đang hoạt động,2019-12-24 00:00:00,3000-01-01 00:00:00,10.790319442749,106.637336730957
6615,6615- WM+ HCM B13/29B Ấp 2C X. Vĩnh Lộc B,0,South,Ho Chi Minh,H. Bình Chánh,X. Vĩnh Lộc B,"B13/29B Ấp 2C X. Vĩnh Lộc B, H. Bình Chánh, TP HCM",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.7864103317261,106.585578918457
6921,6921- WM+ HCM B8/29B Hưng Nhơn,0,South,Ho Chi Minh,H. Bình Chánh,X. Tân Kiên,"B8/29B Hưng Nhơn, X. Tân Kiên, H. Bình Chánh, TP. HCM",Rural,Đang hoạt động,2022-12-31 00:00:00,3000-01-01 00:00:00,10.7135305404663,106.59294128418
2AH6,2AH6- WM+ BTN 88 Thống Nhất,0,Central,Binh Thuan,H. Tuy Phong,TT. Phan Rí Cửa,"Số 88 Thống Nhất, Thị trấn Phan Rí Cửa, Huyện Tuy Phong, Tỉnh Bình Thuận",Rural,Đang hoạt động,2023-09-22 00:00:00,3000-01-01 00:00:00,11.1764583587646,108.564186096191
6011,6011- WM+ CTO 81B/2 đường Mạc Thiên Tích,0,West,Can Tho,Q. Ninh Kiều,P. Xuân Khánh,"81B/2 đường Mạc Thiên Tích, P. Xuân Khánh, Q. Ninh Kiều, TP. Cần Thơ",Urban,Đang hoạt động,2022-03-10 00:00:00,3000-01-01 00:00:00,10.0278968811035,105.773735046387
6485,6485- WM+ HNI 95 Giang Cao,0,North,Ha Noi,H. Gia Lâm,X. Bát Tràng,"Số 95 Giang Cao, Xã Bát Tràng, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,20.9840087890625,105.91544342041
2AY1,"2AY1- WM+ HCM MP9-001.02, Panorama Mizuki",0,South,Ho Chi Minh,H. Bình Chánh,X. Bình Hưng,"I-MP9-001.02 (Tầng 1+2), CC Panorama Mizuki, Đường số 1, X. Bình Hưng, H. Bình chánh, TP. HCM",Urban,Đang hoạt động,2024-04-29 00:00:00,3000-01-01 00:00:00,10.7128925323486,106.663871765137
5854,"5854- WM+ HCM A1/27A,  Ấp 1, Xã Vĩnh Lộc",0,South,Ho Chi Minh,H. Bình Chánh,X.Vĩnh Lộc A,"A1/27A,  Ấp 1, Xã Vĩnh Lộc A, Huyện Bình Chánh, HCM",Rural,Đang hoạt động,2021-10-31 00:00:00,3000-01-01 00:00:00,10.8064422607422,106.567962646484
4469,4469- WM+ HCM 71 Đường số 9,0,South,Ho Chi Minh,Q. Thủ Đức,P. Bình Chiểu,"71 đường số 9, khu phố 4, phường Bình Chiểu, quận Thủ Đức, TP Hồ Chí Minh",Urban,Đang hoạt động,2019-06-26 00:00:00,3000-01-01 00:00:00,10.8762769699097,106.742500305176
6938,6938- WM+ BDG 283F/3 Đường AP06,0,South,Binh Duong,TP. Thuận An,P. An Phú,"283F/3 Đường An Phú 06, Tổ 10, KP. 2, P. An Phú, TP. Thuận An, T. Bình Dương",Rural,Đang hoạt động,2023-03-10 00:00:00,3000-01-01 00:00:00,10.9414520263672,106.738754272461
6273,6273- WM+ HCM 451 Tân Hòa Đông,0,South,Ho Chi Minh,Q. Bình Tân,P. Bình Trị Đông,"451 Tân Hòa Đông, KP8,  P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh",Urban,Đang hoạt động,2022-04-28 00:00:00,3000-01-01 00:00:00,10.7675771713257,106.615539550781
6706,"6706- WM+ HDG Mỹ Ngọc, Cẩm Giàng",0,North,Hai Duong,H. Cẩm Giàng,X. Ngọc Liên,"Thôn Mỹ Ngọc, Xã Ngọc Liên, Huyện Cẩm Giàng, Tỉnh Hải Dương",Rural,Đang hoạt động,2023-08-31 00:00:00,3000-01-01 00:00:00,20.9775657653809,106.145179748535
6186,6186- WM+ HCM C00.02 CC Carina,0,South,Ho Chi Minh,Q. 8,P. 16,"Shop C.002 Chung cư Carina, 1648 Võ Văn Kiệt, P. 16, Q. 8",Urban,Đang hoạt động,2022-03-19 00:00:00,3000-01-01 00:00:00,10.7285385131836,106.624015808105
2AZ2,"2AZ2- WM+ NBH Thôn Trung, Trường Yên",0,North,Ninh Binh,H. Hoa Lư,X.Trường Yên,"Thôn Trung, Xã Trường Yên, Huyện Hoa Lư, Tỉnh Ninh Bình",Rural,Đang hoạt động,2024-04-27 00:00:00,3000-01-01 00:00:00,20.2909202575684,105.906806945801
4752,4752- WM+ DLK 47 Nguyễn Viết Xuân,0,Central,Dak Lak,TP. Buôn Ma Thuột,P. Tân Thành,"47 Nguyễn Viết Xuân, Phường Tân Thành, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",Urban,Đang hoạt động,2019-08-08 00:00:00,3000-01-01 00:00:00,12.6681,108.038
6932,6932- WM+ VTU 238 Đường 30/4,0,South,Ba Ria Vung Tau,TP. Vũng Tàu,P. Rạch Dừa,"238 Đường 30/4, P. Rạch Dừa, TP. Vũng Tàu, T. Bà Rịa - Vũng Tàu",WiN,Đang hoạt động,2023-01-14 00:00:00,3000-01-01 00:00:00,10.3945732116699,107.105506896973
2AAY,2AAY- WM+ QNM 693-695 Hùng Vương,0,Central,Quang Nam,H. Duy Xuyên,X. Duy Trung,"693-695 Hùng Vương, Thôn Trung Đông, X. Duy Trung, H. Duy Xuyên, T. Quảng Nam",Rural,Đang hoạt động,2024-05-31 00:00:00,3000-01-01 00:00:00,15.8219842910767,108.249244689941
6651,6651- WM+ TGG 378 Lê Thị Hồng Gấm,0,West,Tien Giang,TP. Mỹ Tho,P. 6,"378 Lê Thị Hồng Gấm, P. 6, TP. Mỹ Tho, T. Tiền Giang",Urban,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,10.3518562316895,106.349021911621
5963,"5963- WM+ HDG Tiền Phong, Quyết Thắng",0,North,Hai Duong,TP. Hải Dương,X. Quyết Thắng,"Đội 8, xóm Tiền Phong, Xã Quyết Thắng, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Urban,Đang hoạt động,2021-10-28 00:00:00,3000-01-01 00:00:00,20.9307842254639,106.382865905762
2AAB,"2AAB- WM+ TBH Đông Hòe, Đồng Tiến",0,North,Thai Binh,H. Quỳnh Phụ,X.Đồng Tiến,"Thôn Đông Hòe, Xã Đồng Tiến, Huyện Quỳnh Phụ, Tỉnh Thái Bình",Rural,Đang hoạt động,2024-04-26 00:00:00,3000-01-01 00:00:00,20.5892848968506,106.439460754395
5359,5359- WM+ BTN 92 Hoàng Văn Thụ,0,Central,Binh Thuan,TP. Phan Thiết,P. Lạc Đạo,"92 Hoàng Văn Thụ, Phường Lạc Đạo, TP Phan Thiết, Tỉnh Bình Thuận",Urban,Đang hoạt động,2019-11-30 00:00:00,3000-01-01 00:00:00,10.9222,108.097
6272,6272- WM+ HCM 151 Nguyễn Duy Trinh,0,South,Ho Chi Minh,Q. 2,P. Bình Trưng Tây,"151 Nguyễn Duy Trinh, Khu phố 1, P. Bình Trưng Tây, TP. Thủ Đức, TP. Hồ Chí Minh",Urban,Đang hoạt động,2022-04-29 00:00:00,3000-01-01 00:00:00,10.787992477417,106.759857177734
4572,4572- WM+ AGG 77 Ung Văn Khiêm,0,West,An Giang,TP. Long Xuyên,P. Đông Xuyên,"77 Ung Văn Khiêm, tổ 6, Khóm Đông Thành, Phường Đông Xuyên, Thành phố Long Xuyên, tỉnh An Giang ( 3-4-5 Ung Văn Khiêm)",Urban,Đang hoạt động,2019-10-15 00:00:00,3000-01-01 00:00:00,10.3754,105.432
6981,"6981- WM+ NDH Nghĩa Sơn, Nghĩa Hưng",0,North,Nam Dinh,H. Nghĩa Hưng,X. Nghĩa Sơn,"Xóm 4, Xã Nghĩa Sơn, Huyện Nghĩa Hưng, Tỉnh Nam Định, Việt Nam",Rural,Đang hoạt động,2023-04-09 00:00:00,3000-01-01 00:00:00,20.2044982910156,106.180603027344
5919,5919- WM+ HDG 281 - 283 Nguyễn Thái Học,0,North,Hai Duong,TP. Chí Linh,P. Sao Đỏ,"Số 281- 283 Nguyễn Thái Học, Phường Sao Đỏ, Thành phố Chí Linh, Tỉnh Hải Dương, Việt Nam",Rural,Đang hoạt động,2021-11-13 00:00:00,3000-01-01 00:00:00,21.1083908081055,106.397705078125
6519,6519- WM+ VTU 146 Nguyễn Thanh Đằng,0,South,Ba Ria Vung Tau,TP. Bà Rịa,P. Phước Hưng,"146 Nguyễn Thanh Đằng, P. Phước Hưng, TP. Bà Rịa, T. Bà Rịa - Vũng Tàu",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.4981937408447,107.172080993652
5329,5329- WM+ HCM 120-122 đường số 2,0,South,Ho Chi Minh,Q. 9,P. Tăng Nhơn Phú B,"120-122 đường số 2, Khu phố 1, P. Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",Urban,Đang hoạt động,2019-11-30 00:00:00,3000-01-01 00:00:00,10.8416,106.784
2AG1,"2AG1- WM+ BDG Ô 87-89 DC13, KDC VietSing",0,South,Binh Duong,TP. Thuận An,P. An Phú,"Ô 87 - 89 DC 13, KDC Vietsing, KP4, P. An Phú, TP. Thuận An, T. Bình Dương",Rural,Đang hoạt động,2023-08-26 00:00:00,3000-01-01 00:00:00,10.9423456192017,106.733612060547
5961,"5961- WM+ HDG Nam Đông, Cổ Thành",0,North,Hai Duong,TP. Chí Linh,P. Cổ Thành,"Khu dân cư Nam Đông, Phường Cổ Thành, Thành phố Chí Linh, Tỉnh Hải Dương, Việt Nam",Rural,Đang hoạt động,2021-10-28 00:00:00,3000-01-01 00:00:00,21.0966720581055,106.327255249023
6190,6190- WM+ HCM 108 Tùng Thiện Vương,0,South,Ho Chi Minh,Q. 8,P. 11,108 Tùng Thiện Vương -P.11 - Q.8-HCM,Urban,Đang hoạt động,2022-01-23 00:00:00,3000-01-01 00:00:00,10.7482385635376,106.664924621582
5279,5279- WM+ DLK 70 Y Wang,0,Central,Dak Lak,TP. Buôn Ma Thuột,P. Ea Tam,"70 Y Wang, Phường Ea Tam, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",Urban,Đang hoạt động,2019-11-26 00:00:00,3000-01-01 00:00:00,12.6517848968506,108.029998779297
2AC7,2AC7- WM+ BDG SH02-03 CC Bcons Miền Đông,0,South,Binh Duong,TP. Dĩ An,P. Đông Hòa,"SH02 - SH03, Tầng 1 CC Bcons Miền Đông, số 69 Đường Tân Lập, KP. Tân Lập, P. Đông Hòa, TP. Dĩ An, T. Bình Dương",Urban,Đang hoạt động,2023-09-08 00:00:00,3000-01-01 00:00:00,10.8768539428711,106.810104370117
2A35,2A35- WM+ KHA 15 Hà Huy Tập,0,Central,Khanh Hoa,H. Diên Khánh,TT. Diên Khánh,"15 Hà Huy Tập, Thị Trấn Diên Khánh, Huyện Diên Khánh, Tỉnh Khánh Hòa, Việt Nam",Rural,Đang hoạt động,2023-05-31 00:00:00,3000-01-01 00:00:00,12.2662019729614,109.100036621094
5106,5106- WM+ BTE 298F Khu phố 2,0,West,Ben Tre,TP. Bến Tre,P. Phú Khương,"298F Khu phố 2, Phường Phú Khương, TP Bến Tre",Rural,Đang hoạt động,2019-11-28 00:00:00,3000-01-01 00:00:00,10.2583084106445,106.383804321289
2AY5,"2AY5- WM+ HTH Phú Sơn, Thạch Hà",0,Central,Ha Tinh,H. Thạch Hà,X.Tượng Sơn,"Thôn Phú Sơn, Xã Tượng Sơn, Huyện Thạch Hà, Tỉnh Hà Tĩnh",Rural,Đang hoạt động,2024-04-14 00:00:00,3000-01-01 00:00:00,18.3435306549072,105.941123962402
3757,3757- WM+ HCM 39A-41 Đường Đội Cung,0,South,Ho Chi Minh,Q. 11,P. 11,39A-41 Đội Cung - phường 11 - quận 11 - thành phố Hồ Chí Minh - Việt Nam,Urban,Đang hoạt động,2018-05-30 00:00:00,3000-01-01 00:00:00,10.7670469284058,106.650230407715
5356,5356- WM+ BTE 600B1 Nguyễn Thị Định,0,West,Ben Tre,TP. Bến Tre,P. Phú Khương,"600B1 Nguyễn Thị Định, Phường Phú Khương, TP Bến Tre (BTE TD 42, TBD 14, Phường Phú Khương)",Rural,Đang hoạt động,2019-11-30 00:00:00,3000-01-01 00:00:00,10.2553,106.376
5733,5733- WM+ DNI 18 Hùng Vương,0,South,Dong Nai,H. Nhơn Trạch,TT. Hiệp Phước,"Số 18 đường Hùng Vương, Tổ 1, KP Mỹ Khoan, TT Hiệp Phước, huyện Nhơn Trạch, tỉnh Đồng Nai.",Rural,Đang hoạt động,2021-06-30 00:00:00,3000-01-01 00:00:00,10.7586822509766,106.942825317383
2A44,"2A44- WM+ QNI Ngã tư Thạch Trụ, Mộ Đức",0,Central,Quang Ngai,H. Mộ Đức,X. Đức Lân,"Thửa đất 209, TBĐ 44, Khu dân cư số 15, Thôn Thạch Trụ Tây, Xã Đức Lân, Huyện Mộ Đức, Tỉnh Quảng Ngãi, Việt Nam",Rural,Đang hoạt động,2023-05-31 00:00:00,3000-01-01 00:00:00,14.8875913619995,108.921493530273
5977,"5977- WM+ HYN Thanh Xá, Yên Mỹ",0,North,Hung Yen,H. Yên Mỹ,X. Nghĩa Hiệp,"Thôn Thanh Xá, Xã Nghĩa Hiệp, Huyện Yên Mỹ, Tỉnh Hưng Yên, Việt Nam",Rural,Đang hoạt động,2022-01-23 00:00:00,3000-01-01 00:00:00,20.9243469238281,106.057968139648
6425,6425- WM+ LDG 25 Thông Thiên Học,0,Central,Lam Dong,TP. Đà Lạt,P. 2,"25 Thông Thiên Học, Phường 2, Thành phố Đà Lạt, Tỉnh Lâm Đồng, Việt Nam",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,11.952449798584,108.437545776367
6891,"6891- WM+ HNI Phương Đình, Đan Phượng",0,North,Ha Noi,H. Đan Phượng,X. Phương Đình,"Số 42 Nguyễn Đăng Phi, Thôn La Thạch, Xã Phương Đình, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",Rural,Đang hoạt động,2022-12-31 00:00:00,3000-01-01 00:00:00,21.1019325256348,105.645446777344
6840,6840- WM+ KGG 37 Đống Đa,0,West,Kien Giang,TP. Rạch Giá,P. Vĩnh Lạc,"37 Đống Đa, P. Vĩnh Lạc, TP. Rạch Giá, T. Kiên Giang",Urban,Đang hoạt động,2022-12-30 00:00:00,3000-01-01 00:00:00,9.9954833984375,105.095764160156
2A05,2A05- WM+ HCM 14-16 Bành Văn Trân,0,South,Ho Chi Minh,Q. Tân Bình,P. 6,"14 - 16 Bành Văn Trân, P. 6, Q. Tân Bình, TP. HCM",Urban,Đang hoạt động,2023-04-21 00:00:00,3000-01-01 00:00:00,10.7883062362671,106.660789489746
6165,6165- WM+ HNI 19T4 Kiến Hưng,0,North,Ha Noi,Q. Hà Đông,P. Kiến Hưng,"Kiot 02, tòa 19T4 khu đô thị Kiến Hưng, Phường Kiến Hưng, Q. Hà Đông, Thành phố Hà Nội, Việt Nam",Urban,Đang hoạt động,2021-12-30 00:00:00,3000-01-01 00:00:00,20.9440002441406,105.791305541992
6674,6674- WM+ HCM 302 – 304 Nguyễn Thị Kiểu,0,South,Ho Chi Minh,Q. 12,P. Hiệp Thành,"302 – 304 Nguyễn Thị Kiểu, P. Hiệp Thành, Q. 12, TP. HCM",Rural,Đang hoạt động,2022-10-25 00:00:00,3000-01-01 00:00:00,10.8697786331177,106.641990661621
2AR1,"2AR1- WM+ NAN Trung Tâm, Yên Thành",0,Central,Nghe An,H. Yên Thành,X. Thọ Thành,"Xóm Trung Tâm, Xã Thọ Thành, Huyện Yên Thành, Tỉnh Nghệ An",Rural,Đang hoạt động,2023-11-30 00:00:00,3000-01-01 00:00:00,19.0561122894287,105.540374755859
5847,5847- WM+ PTO 191 Cao Du,0,North,Phu Tho,TX. Phú Thọ,P. Âu Cơ,"Số 191 Phố Cao Du, Phường Âu Cơ, Thị xã Phú Thọ, Tỉnh Phú Thọ, Việt Nam",Rural,Đang hoạt động,2021-09-19 00:00:00,3000-01-01 00:00:00,21.3974552154541,105.220726013184
5462,5462- WM+ CMU 13 Đoàn Thị Điểm,0,West,Ca Mau,TP. Cà Mau,P. 7,"13 Đoàn Thị Điểm, Phường 7, TP Cà Mau, Tỉnh Cà Mau",Rural,Đang hoạt động,2019-12-19 00:00:00,3000-01-01 00:00:00,9.17388,105.151
5077,5077- WM+ HCM 254/63 âu Cơ,0,South,Ho Chi Minh,Q. Tân Bình,P. 9,"254/63 Âu Cơ, phường 9 quận Tân Bình, Tp HCM",Urban,Đang hoạt động,2019-10-16 00:00:00,3000-01-01 00:00:00,10.7749,106.65
2ABS,2ABS- WM+ BDH 206 Trần Phú,0,Central,Binh Dinh,TX. An Nhơn,P. Bình Định,"206 Trần Phú, P. Bình Định, TX. An Nhơn, T. Bình Định",Rural,Đang hoạt động,2024-06-27 00:00:00,3000-01-01 00:00:00,13.8876485824585,109.112968444824
4321,4321- WM+ HCM 45 Gò Dưa,0,South,Ho Chi Minh,Q. Thủ Đức,P. Tam Bình,"45 Gò Dưa, KP4, P.Tam Bình, Q.Thủ Đức, TPHCM",Urban,Đang hoạt động,2019-06-19 00:00:00,3000-01-01 00:00:00,10.8680057525635,106.732711791992
5968,5968- WM+ HNI 44 Phúc Diễn,0,North,Ha Noi,Q. Bắc Từ Liêm,P. Phú Diễn,"Số 44 Phúc Diễn, Phường Phú Diễn, Q. Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",Urban,Đang hoạt động,2021-12-16 00:00:00,3000-01-01 00:00:00,21.0407733917236,105.760528564453
2AE7,2AE7- WM+ HCM 6 Xuân Thới 3,0,South,Ho Chi Minh,H. Hóc Môn,X. Xuân Thới Đông,"56/6B Xuân Thới Đông 2, X. Xuân Thới Đông, H. Hóc Môn, TP. HCM",Rural,Đang hoạt động,2023-08-11 00:00:00,3000-01-01 00:00:00,10.8697900772095,106.596496582031
